eligibility_id,application_id,decision_date,eligibility_status,reason,review_officer,Assessment_Period,Evaluation_Agency,Rating_Level,Comments,Improvement_Plan_Flag,Next_Assessment_Date,Created_Date
ELG_003274,APP_004332,2018-04-22,Pending,Race new light weight here indicate win.,Dr. Rodney Thompson DDS,Q3,Snyder-Clark,Good,Which dog scientist threat film direction court yourself.,1,2026-05-30,2022-08-12
ELG_003275,APP_000232,2019-06-24,Pending,Happen station read entire magazine human model too.,Sarah Owens,Q3,"Wyatt, Oconnor and Daniels",Excellent,Yourself friend off challenge work perform food term Mr guy road.,0,2027-11-04,2022-11-14
ELG_003276,APP_003743,2016-06-16,Pending,Whole resource act billion.,Ryan Tucker,Q3,Smith LLC,Excellent,Involve together make maybe despite affect hand left guy important.,0,2027-10-11,2016-12-23
ELG_003277,APP_000489,2023-06-02,Pending,It article east exactly shoulder.,Janice Griffin,FY,Preston-Carter,Excellent,Hour weight just try authority need act plant especially guy star.,1,2027-07-04,2021-08-28
ELG_003278,APP_004510,2015-12-13,Pending,One that term recent popular agree community.,Robert Weber,Q4,Freeman-Leon,Fair,Arm movie as raise hotel kind feel everything.,0,2026-06-27,2018-07-28
ELG_003279,APP_001171,2019-12-24,Pending,These store outside find service ever get better.,David Jimenez,FY,Elliott Ltd,Poor,Movement where all successful upon along red.,1,2026-01-10,2021-05-29
ELG_003280,APP_003102,2022-04-30,Eligible,Future accept many fill some risk bar.,Autumn Campbell,Q4,Morgan-Flores,Good,Loss drop husband play strong evening appear old speech news can.,1,2026-01-01,2016-01-15
ELG_003281,APP_004009,2025-06-16,Pending,Suggest toward account program.,Brandon Aguilar,Q2,Miller LLC,Fair,Trial fact public may seven resource have tend audience bed become increase.,0,2026-09-02,2023-12-29
ELG_003282,APP_000284,2024-08-01,Pending,Dog collection fall bar.,Sarah Butler,FY,Moreno Inc,Excellent,Couple tree reveal song amount standard blue family owner must realize hard require.,1,2027-06-19,2016-02-05
ELG_003283,APP_004044,2017-03-11,Pending,Old building represent west sometimes doctor.,Haley Ferguson,Q2,Hicks Group,Fair,Prove financial method wind word soldier.,1,2025-12-08,2023-06-21
ELG_003284,APP_000176,2023-10-31,Eligible,We government cell newspaper president gun treatment.,Greg Ward,Q3,"Peterson, Collins and Deleon",Good,Window dog last rate son me.,1,2026-08-17,2025-10-06
ELG_003285,APP_003520,2021-05-10,Not Eligible,Difficult pressure weight with already.,Peter Anderson,Q1,Williams-Gibson,Good,A health blood north face process magazine society single find draw ready benefit.,0,2025-12-11,2021-09-10
ELG_003286,APP_000823,2021-11-25,Pending,Great charge seven try necessary serious material.,Louis Stewart,FY,Obrien-Harris,Fair,End sense five him from Mrs energy tell investment quickly sport adult.,1,2026-07-20,2019-10-18
ELG_003287,APP_004810,2017-02-07,Pending,Beautiful certain they only whatever anyone.,Tracy Parker,Q4,Kidd Inc,Poor,Network here teacher everything cup modern receive simple result building help.,1,2027-06-25,2017-12-09
ELG_003288,APP_004352,2021-06-28,Not Eligible,Rest control billion nor add.,Jessica Heath,Q4,Owens and Sons,Excellent,Pick interest coach administration lose big tree election attention even national.,0,2027-07-28,2017-05-18
ELG_003289,APP_003986,2021-07-23,Pending,Pay read suddenly able sure.,Shelley Johnson,Q2,Cruz and Sons,Fair,Determine issue item special behind score young argue year.,0,2026-03-23,2020-01-31
ELG_003290,APP_001484,2018-02-10,Pending,Look own allow management Mrs draw challenge or.,Courtney Hall,Q1,"Fowler, Bennett and Stanley",Poor,Every gas partner air computer individual process break strong.,0,2026-12-31,2021-03-24
ELG_003291,APP_002156,2021-08-08,Pending,Over build like job area prevent.,Regina Williams,Q3,Owen-Morgan,Fair,Identify recognize move offer approach not source.,1,2027-02-01,2017-07-20
ELG_003292,APP_001323,2019-10-06,Pending,Difficult tonight member picture individual book idea language.,Nicholas Lewis,Q4,Mcconnell-Martin,Excellent,Try drive or expect drug time make.,1,2026-07-21,2022-08-01
ELG_003293,APP_003357,2019-03-17,Eligible,Daughter evening popular year factor.,Sophia Barry,Q4,"Copeland, Stewart and Douglas",Poor,Paper help prevent process others sell always.,1,2026-09-27,2016-04-08
ELG_003294,APP_000593,2022-10-31,Eligible,Discussion cause while always.,Andrew Bruce,Q2,Nelson-Horton,Fair,Single fine until recently type quickly nearly down such three whether ahead center.,1,2027-11-01,2022-10-31
ELG_003295,APP_003492,2016-02-08,Eligible,Seem agent as would while relationship.,Misty Ramos,Q4,Fisher-Lopez,Good,Traditional deep raise evening actually hear bag real.,0,2027-04-03,2018-12-11
ELG_003296,APP_000871,2017-05-01,Not Eligible,Item street space run.,Ashley Hernandez,Q1,Beck and Sons,Good,Key all nor into far where.,0,2026-08-19,2018-10-13
ELG_003297,APP_002880,2017-12-21,Pending,View eat individual somebody four.,Bradley Davies,FY,Smith-Parks,Good,Woman glass sign hot speak garden girl.,1,2026-04-19,2024-07-26
ELG_003298,APP_002664,2024-06-01,Eligible,Week cause director director security miss relationship.,Richard Knapp,Q1,Taylor Group,Fair,Senior school enter staff treat maintain ball cup where often.,0,2026-01-17,2016-01-14
ELG_003299,APP_004094,2018-07-12,Pending,Nice glass thus.,Shawn Medina,Q4,Clark-Porter,Excellent,World ago poor to information model operation.,0,2026-01-27,2023-06-22
ELG_003300,APP_001070,2018-11-27,Pending,History agent note.,Emma Morris,Q2,Ball Inc,Excellent,Themselves difficult like total ask government treat brother site marriage.,1,2027-09-30,2018-01-03
ELG_003301,APP_004459,2025-10-24,Eligible,Side friend friend knowledge step suddenly certainly.,Elizabeth Pratt,Q2,Molina Inc,Fair,Beyond audience hour training time try federal they data act.,1,2027-08-14,2021-06-16
ELG_003302,APP_001001,2022-12-10,Pending,Expert nation stay send.,Joseph Bates,Q1,Thomas-Ramos,Excellent,Leader together ever technology here discover.,1,2026-02-09,2021-03-06
ELG_003303,APP_000875,2021-07-21,Pending,Attack maybe action support.,Kevin Gardner,Q2,Hernandez Inc,Poor,Color through wall social account some remain despite prepare.,0,2026-08-06,2020-03-12
ELG_003304,APP_003597,2018-09-06,Eligible,Couple film themselves take head finally.,Sharon Mendoza,FY,"Watkins, King and Gentry",Excellent,Voice team would fall agreement ever every.,1,2027-05-06,2019-01-08
ELG_003305,APP_001395,2019-07-15,Pending,Scientist it camera standard where season.,Mr. George Wood,Q2,Rhodes and Sons,Excellent,Help service attorney specific girl foot allow page range expert consumer listen.,1,2025-12-27,2024-12-28
ELG_003306,APP_002399,2025-07-09,Pending,Item nice responsibility beautiful.,John Park,FY,Castillo-Fritz,Good,Indeed space consumer camera cover real again.,0,2027-08-17,2019-08-17
ELG_003307,APP_004224,2022-08-27,Pending,General lawyer simple four.,Emily Ray,Q2,Williams Ltd,Poor,Lay strategy claim though everyone bring field city west ok hear.,1,2026-07-09,2024-07-11
ELG_003308,APP_000314,2021-04-04,Pending,Bad office work.,John Keith,Q3,Simpson and Sons,Good,But politics environment necessary three president phone traditional data.,1,2026-10-30,2021-09-02
ELG_003309,APP_003798,2021-07-22,Not Eligible,Picture threat chair until rule.,Tracy Hernandez DDS,Q3,"Gill, Glenn and Baird",Good,Can let stop wear top friend reason just.,0,2027-05-12,2023-08-15
ELG_003310,APP_004271,2025-10-26,Not Eligible,Tend page final.,Holly Lopez PhD,FY,Smith-Rice,Excellent,Order fight gun top shoulder administration feel model skin mind.,0,2027-02-06,2024-10-02
ELG_003311,APP_004228,2024-08-11,Eligible,Long far instead.,James Rice,Q1,"Nunez, Scott and Phillips",Poor,Foreign democratic beautiful so finally theory effect financial discussion agency green score artist.,1,2026-12-22,2016-04-28
ELG_003312,APP_003767,2021-09-23,Pending,Speak activity never whose compare.,Dennis Romero,Q4,"Norris, Hill and Hernandez",Excellent,Then month compare spend give support Mr artist.,0,2026-08-15,2021-03-09
ELG_003313,APP_004689,2021-07-26,Pending,Space take issue there note later value.,Rachael Thomas,Q1,Shields-Davis,Poor,Something though not war reveal trouble pass medical behavior popular window fine.,0,2027-04-08,2018-06-17
ELG_003314,APP_001588,2019-04-18,Eligible,Sing as cell job wall such reflect.,Robin Rodriguez,Q4,Wu-Macias,Fair,President even prevent structure interview board pull minute option difficult none possible certain.,0,2025-12-23,2021-06-08
ELG_003315,APP_004428,2018-08-05,Not Eligible,There sell this old return standard.,Tina Jacobson,Q3,Serrano-Velez,Poor,After bring toward right director center Mrs property without society few financial.,0,2026-08-24,2024-01-22
ELG_003316,APP_000322,2019-11-11,Eligible,Culture old free whether.,Paul Fitzgerald,Q1,Vazquez PLC,Poor,Future into half PM rest side toward consumer become seven.,1,2026-04-05,2023-05-14
ELG_003317,APP_004131,2016-11-15,Eligible,Top themselves lot miss.,William Hill,Q3,"Morris, Page and Keller",Poor,Successful notice floor final fast car serious medical wide news pick report.,0,2026-11-01,2016-07-12
ELG_003318,APP_001359,2023-02-14,Not Eligible,Possible news sense not agent together.,Kathryn Kirby,Q3,"Mendoza, King and Arnold",Fair,South inside want quickly up someone fund production agreement mention east check market.,0,2026-02-27,2023-03-20
ELG_003319,APP_002263,2022-11-26,Pending,Environment green yard trouble color.,Tony Jimenez,Q3,Nichols Inc,Poor,Easy time star some value minute purpose success.,0,2027-10-31,2020-05-30
ELG_003320,APP_003254,2016-04-22,Pending,Here sport Mrs floor company perform.,Lindsay Fowler,FY,Spencer-Pearson,Good,Me top along surface four dinner happy week expert.,0,2026-09-13,2017-10-12
ELG_003321,APP_002390,2019-03-01,Pending,Reach couple color team modern.,Dr. Corey Shea,Q3,"Murray, Montgomery and Higgins",Excellent,When show education me floor number always soldier claim model institution speak customer rather.,0,2026-09-23,2018-11-19
ELG_003322,APP_000703,2025-10-03,Eligible,Another claim drop quality take short.,Melissa Carr,FY,Oneill-Foster,Fair,Serious history watch morning system analysis half ability.,1,2025-12-22,2021-01-27
ELG_003323,APP_001599,2020-07-26,Not Eligible,Hear professional indicate team.,Steven Myers,FY,Page Group,Fair,Special president include morning listen but.,1,2026-12-04,2025-09-24
ELG_003324,APP_000876,2016-01-22,Not Eligible,Deep nothing can.,Cody Espinoza,Q4,Cole PLC,Good,Individual reveal tend education himself side individual tree strategy.,1,2027-02-18,2023-08-12
ELG_003325,APP_004330,2022-09-18,Pending,Mind source computer war.,Jennifer Munoz,Q1,Rose and Sons,Fair,Include serious debate less red environmental yourself among history technology.,0,2026-12-16,2021-01-29
ELG_003326,APP_002660,2019-12-09,Pending,Good own although subject pay contain positive.,Jose Forbes,Q1,Owens-White,Good,Happen own want ability write rest minute baby finally purpose factor see against.,1,2027-07-25,2023-03-23
ELG_003327,APP_000925,2024-05-07,Not Eligible,Something box past happy subject old we.,Jessica Harrison,FY,Wallace-Maddox,Poor,Because land worry control although opportunity south second much deep environment war its.,0,2027-09-05,2021-01-07
ELG_003328,APP_001702,2024-12-12,Not Eligible,Ball billion ready former police rise book.,Jamie Kirby,Q3,"Gallegos, Clayton and Russell",Fair,Quality them if value never catch less.,1,2026-05-12,2021-08-26
ELG_003329,APP_001338,2016-06-24,Eligible,Send policy style name task check.,Keith Smith,Q3,Gibson-Young,Fair,The keep involve yard experience dinner cold necessary training money.,0,2026-02-23,2022-10-06
ELG_003330,APP_000857,2022-07-26,Eligible,Man page here.,Alexander Andrews,Q4,Lewis-Thompson,Fair,Suddenly look might where trial time course consider attorney through police authority.,0,2027-08-25,2022-09-05
ELG_003331,APP_003817,2017-03-10,Pending,Pick society upon movie fight.,Robert Carey,Q1,"Johnson, Cole and Allen",Fair,Focus responsibility hotel size black environmental local than firm civil value citizen mother.,1,2026-08-17,2025-02-07
ELG_003332,APP_003359,2023-10-01,Not Eligible,Certainly true strong degree throw bad.,Willie Nunez,Q1,"Howe, Nguyen and Morales",Excellent,Necessary across make treatment top fill production.,1,2027-10-20,2017-07-01
ELG_003333,APP_003684,2020-10-19,Eligible,Determine remain wear.,Melissa Long,Q2,"Ali, Alexander and Steele",Good,Well degree reason identify reflect operation attention.,0,2026-11-27,2022-06-07
ELG_003334,APP_001602,2017-10-06,Pending,Young film both collection social financial.,Diana Morrison,FY,"Richards, Lyons and Rodriguez",Fair,Physical amount four send over ask support song role language.,0,2027-09-22,2018-03-29
ELG_003335,APP_002414,2015-12-17,Not Eligible,Imagine knowledge help.,Matthew Brown,FY,"Bonilla, Herrera and Kelly",Fair,Wind change race yeah budget explain large loss head official difference.,0,2027-07-03,2023-06-13
ELG_003336,APP_001046,2020-01-13,Pending,Drug system half method beyond.,Robin Hart,FY,Morgan Ltd,Excellent,Animal care positive else around worker floor parent car give.,0,2027-01-31,2017-04-30
ELG_003337,APP_000199,2016-05-31,Not Eligible,She less shoulder.,Diana Thompson,FY,"Robinson, Lee and Hoffman",Fair,Deep participant radio site military language nice certain news arrive place generation threat.,1,2026-04-22,2017-09-14
ELG_003338,APP_003641,2022-04-24,Pending,Appear dog traditional term.,Laura Green,Q4,Ritter-Young,Poor,Knowledge opportunity eight tell actually staff law should language.,0,2025-12-18,2017-07-04
ELG_003339,APP_004311,2022-10-13,Not Eligible,Smile phone to.,Cassandra Tucker,FY,Martinez-Ford,Poor,Family ever either professional against mouth friend executive guess door everything others thought.,1,2026-11-29,2020-10-03
ELG_003340,APP_002591,2024-09-28,Pending,Success program affect over better nothing paper.,Alyssa Ayala,FY,Jacobs-Thomas,Good,At quite front artist available knowledge ready measure in.,0,2025-12-22,2025-06-28
ELG_003341,APP_002241,2024-09-04,Pending,Include likely alone always feeling truth.,Lauren Fox,Q3,Gardner PLC,Excellent,Finish PM financial dream small cultural soldier between.,1,2026-09-27,2019-03-25
ELG_003342,APP_004194,2020-06-09,Eligible,Body name several kind produce sense class situation.,Janet Oconnor,Q2,Ward-Wilson,Fair,Hour study ask month rise region military edge debate resource common without adult.,1,2026-09-12,2022-08-11
ELG_003343,APP_000939,2018-12-18,Eligible,Discussion outside always memory answer work human soon.,Lauren Palmer,Q2,Garcia-Park,Good,Thus kid generation suggest movie north huge hold say forget alone tell hospital.,0,2026-08-29,2023-09-09
ELG_003344,APP_001044,2022-03-13,Not Eligible,Song until respond leader against play.,Zachary Lowery,FY,Park-Oconnor,Poor,Someone perform TV thousand marriage traditional remember exactly lose song miss radio.,0,2026-12-08,2023-09-29
ELG_003345,APP_001288,2023-01-06,Not Eligible,Ground story sit various.,Michael Dawson,FY,Wells-Blair,Excellent,Suddenly thank budget society movie focus something.,1,2026-06-20,2018-08-08
ELG_003346,APP_003724,2025-05-24,Pending,Suffer never market high.,Benjamin Powell,Q2,Williams and Sons,Fair,Thousand who night mission middle almost hot may new.,1,2026-12-12,2025-04-21
ELG_003347,APP_001569,2016-01-13,Pending,Others others experience amount human.,Tammy Hernandez,Q1,Little Group,Fair,Plan know else serious really scientist same.,0,2027-06-13,2019-08-20
ELG_003348,APP_004408,2019-09-18,Not Eligible,Discussion better movement message although beautiful customer film.,Richard Soto,Q4,"Wilson, Peterson and Torres",Fair,Age between political type call suffer myself any door sit begin create.,0,2027-02-04,2019-03-08
ELG_003349,APP_004932,2021-08-23,Eligible,Forward call career myself meeting simple wear.,Leslie Riley,Q2,Hicks Inc,Fair,Where prove although pull approach respond white from push military notice foot.,1,2026-08-01,2016-10-15
